state,city_slug,city_name,facilities,band,live
texas,uvalde,Uvalde,2,1-4,f
texas,zapata,Zapata,2,1-4,f
utah,castle-dale,Castle Dale,2,1-4,f
utah,eagle-mountain,Eagle Mountain,2,1-4,f
utah,farmington,Farmington,2,1-4,f
utah,hurricane,Hurricane,2,1-4,f
utah,kaysville,Kaysville,2,1-4,f
utah,lehi,Lehi,2,1-4,f
utah,midway,Midway,2,1-4,f
utah,moab,Moab,2,1-4,f
utah,oakley,Oakley,2,1-4,t
utah,paradise,Paradise,2,1-4,f
utah,roy,Roy,2,1-4,f
utah,saratoga-springs,Saratoga Springs,2,1-4,f
vermont,saint-johnsbury,Saint Johnsbury,2,1-4,f
vermont,south-burlington,South Burlington,2,1-4,f
vermont,white-river-junction,White River Junction,2,1-4,f
virginia,ashburn,Ashburn,2,1-4,f
virginia,big-stone-gap,Big Stone Gap,2,1-4,f
virginia,blacksburg,Blacksburg,2,1-4,f
virginia,chesterfield,Chesterfield,2,1-4,f
virginia,christiansburg,Christiansburg,2,1-4,f
virginia,covington,Covington,2,1-4,f
virginia,falls-church,Falls Church,2,1-4,f
virginia,lebanon,Lebanon,2,1-4,f
virginia,luray,Luray,2,1-4,f
virginia,marion,Marion,2,1-4,f
virginia,parksley,Parksley,2,1-4,f
virginia,pulaski,Pulaski,2,1-4,f
virginia,richlands,Richlands,2,1-4,f
virginia,south-boston,South Boston,2,1-4,f
virginia,sterling,Sterling,2,1-4,f
virginia,tappahannock,Tappahannock,2,1-4,f
washington,airway-heights,Airway Heights,2,1-4,f
washington,burlington,Burlington,2,1-4,f
washington,duvall,Duvall,2,1-4,f
washington,gig-harbor,Gig Harbor,2,1-4,f
washington,hoquiam,Hoquiam,2,1-4,f
washington,issaquah,Issaquah,2,1-4,f
washington,lacey,Lacey,2,1-4,f
washington,mukilteo,Mukilteo,2,1-4,f
washington,sequim,Sequim,2,1-4,f
washington,snoqualmie,Snoqualmie,2,1-4,f
washington,toppenish,Toppenish,2,1-4,f
washington,walla-walla,Walla Walla,2,1-4,f
west-virginia,bluefield,Bluefield,2,1-4,f
west-virginia,branchland,Branchland,2,1-4,f
west-virginia,buckhannon,Buckhannon,2,1-4,f
west-virginia,elkins,Elkins,2,1-4,f
west-virginia,hinton,Hinton,2,1-4,f
west-virginia,kearneysville,Kearneysville,2,1-4,f
west-virginia,lewisburg,Lewisburg,2,1-4,f
west-virginia,logan,Logan,2,1-4,f
west-virginia,maxwelton,Maxwelton,2,1-4,f
west-virginia,point-pleasant,Point Pleasant,2,1-4,f
west-virginia,princeton,Princeton,2,1-4,f
west-virginia,ripley,Ripley,2,1-4,f
west-virginia,saint-albans,Saint Albans,2,1-4,f
west-virginia,summersville,Summersville,2,1-4,f
west-virginia,wayne,Wayne,2,1-4,f
wisconsin,amery,Amery,2,1-4,f
wisconsin,augusta,Augusta,2,1-4,f
wisconsin,baraboo,Baraboo,2,1-4,f
wisconsin,black-river-falls,Black River Falls,2,1-4,f
wisconsin,brookfield,Brookfield,2,1-4,f
wisconsin,hurley,Hurley,2,1-4,f
wisconsin,kewaskum,Kewaskum,2,1-4,f
wisconsin,kiel,Kiel,2,1-4,f
wisconsin,marshfield,Marshfield,2,1-4,f
wisconsin,medford,Medford,2,1-4,f
wisconsin,monroe,Monroe,2,1-4,f
wisconsin,mukwonago,Mukwonago,2,1-4,f
wisconsin,neenah,Neenah,2,1-4,f
wisconsin,onalaska,Onalaska,2,1-4,f
wisconsin,prairie-du-chien,Prairie du Chien,2,1-4,f
wisconsin,reedsburg,Reedsburg,2,1-4,f
wisconsin,richland-center,Richland Center,2,1-4,f
wisconsin,siren,Siren,2,1-4,f
wisconsin,sparta,Sparta,2,1-4,f
wisconsin,superior,Superior,2,1-4,f
wisconsin,tomah,Tomah,2,1-4,f
wisconsin,west-bend,West Bend,2,1-4,f
wisconsin,whitewater,Whitewater,2,1-4,f
wyoming,jackson,Jackson,2,1-4,f
wyoming,lander,Lander,2,1-4,f
wyoming,laramie,Laramie,2,1-4,f
wyoming,riverton,Riverton,2,1-4,f
wyoming,wheatland,Wheatland,2,1-4,f
alabama,alabaster,Alabaster,1,1-4,f
alabama,arley,Arley,1,1-4,f
alabama,ashford,Ashford,1,1-4,f
alabama,ashland,Ashland,1,1-4,f
alabama,butler,Butler,1,1-4,f
alabama,calera,Calera,1,1-4,f
alabama,centreville,Centreville,1,1-4,f
alabama,chatom,Chatom,1,1-4,f
alabama,chelsea,Chelsea,1,1-4,f
alabama,childersburg,Childersburg,1,1-4,f
alabama,enterprise,Enterprise,1,1-4,f
alabama,eufaula,Eufaula,1,1-4,f
alabama,eutaw,Eutaw,1,1-4,f
alabama,geneva,Geneva,1,1-4,f
alabama,greensboro,Greensboro,1,1-4,f
alabama,haleyville,Haleyville,1,1-4,f
alabama,hamilton,Hamilton,1,1-4,f
alabama,jackson,Jackson,1,1-4,f
alabama,livingston,Livingston,1,1-4,f
alabama,mckenzie,McKenzie,1,1-4,f
alabama,moulton,Moulton,1,1-4,f
alabama,newton,Newton,1,1-4,f
alabama,northport,Northport,1,1-4,f
alabama,oneonta,Oneonta,1,1-4,f
alabama,opp,Opp,1,1-4,f
alabama,pelham,Pelham,1,1-4,f
alabama,pell-city,Pell City,1,1-4,f
alabama,prattville,Prattville,1,1-4,f
alabama,rainbow-city,Rainbow City,1,1-4,f
alabama,selma,Selma,1,1-4,f
alabama,spanish-fort,Spanish Fort,1,1-4,f
alabama,stevenson,Stevenson,1,1-4,f
alabama,sylacauga,Sylacauga,1,1-4,f
alabama,talladega,Talladega,1,1-4,f
alabama,tallassee,Tallassee,1,1-4,f
alabama,troy,Troy,1,1-4,f
alabama,tuskegee,Tuskegee,1,1-4,f
alabama,valley,Valley,1,1-4,f
alabama,warrior,Warrior,1,1-4,f
alabama,webb,Webb,1,1-4,f
alabama,wedowee,Wedowee,1,1-4,f
alaska,anderson,Anderson,1,1-4,f
alaska,bethel,Bethel,1,1-4,f
alaska,cordova,Cordova,1,1-4,f
alaska,craig,Craig,1,1-4,f
alaska,delta-junction,Delta Junction,1,1-4,f
alaska,girdwood,Girdwood,1,1-4,f
alaska,haines,Haines,1,1-4,f
alaska,healy,Healy,1,1-4,f
alaska,klawock,Klawock,1,1-4,f
alaska,kotzebue,Kotzebue,1,1-4,f
alaska,nenana,Nenana,1,1-4,f
alaska,petersburg,Petersburg,1,1-4,f
alaska,seward,Seward,1,1-4,f
alaska,soldotna,Soldotna,1,1-4,f
alaska,unalaska,Unalaska,1,1-4,f
alaska,valdez,Valdez,1,1-4,f
arizona,anthem,Anthem,1,1-4,f
arizona,camp-verde,Camp Verde,1,1-4,f
arizona,chino-valley,Chino Valley,1,1-4,f
arizona,clifton,Clifton,1,1-4,f
arizona,coolidge,Coolidge,1,1-4,f
arizona,duncan,Duncan,1,1-4,f
arizona,elfrida,Elfrida,1,1-4,t
arizona,eloy,Eloy,1,1-4,f
arizona,fort-defiance,Fort Defiance,1,1-4,f
arizona,fountain-hills,,1,1-4,f
arizona,fredonia,Fredonia,1,1-4,f
arizona,grand-canyon,Grand Canyon,1,1-4,f
arizona,kayenta,Kayenta,1,1-4,f
arizona,litchfield-park,Litchfield Park,1,1-4,f
arizona,littlefield,Littlefield,1,1-4,f
arizona,marana,Marana,1,1-4,f
arizona,maricopa,Maricopa,1,1-4,f
arizona,overgaard,Overgaard,1,1-4,f
arizona,paradise-valley,Paradise Valley,1,1-4,f
arizona,peach-springs,Peach Springs,1,1-4,f
arizona,sahuarita,Sahuarita,1,1-4,f
arizona,saint-johns,Saint Johns,1,1-4,f
arizona,second-mesa,Second Mesa,1,1-4,f
arizona,sedona,Sedona,1,1-4,f
arizona,sells,Sells,1,1-4,f
arizona,snowflake,Snowflake,1,1-4,f
arizona,thatcher,Thatcher,1,1-4,f
arizona,whiteriver,Whiteriver,1,1-4,f
arizona,willcox,Willcox,1,1-4,f
arizona,williams,Williams,1,1-4,f
arkansas,augusta,Augusta,1,1-4,f
arkansas,barling,Barling,1,1-4,f
arkansas,bismarck,Bismarck,1,1-4,f
arkansas,brinkley,Brinkley,1,1-4,f
arkansas,bryant,Bryant,1,1-4,f
arkansas,corning,Corning,1,1-4,f
arkansas,danville,Danville,1,1-4,f
arkansas,de-queen,De Queen,1,1-4,f
arkansas,dumas,Dumas,1,1-4,f
arkansas,eureka-springs,Eureka Springs,1,1-4,f
arkansas,fordyce,Fordyce,1,1-4,f
arkansas,hamburg,Hamburg,1,1-4,f
arkansas,helena,Helena,1,1-4,f
arkansas,hot-springs-village,Hot Springs Village,1,1-4,f
arkansas,hoxie,Hoxie,1,1-4,f
arkansas,huntsville,Huntsville,1,1-4,f
arkansas,jessieville,Jessieville,1,1-4,f
arkansas,lake-village,Lake Village,1,1-4,f
arkansas,lonoke,Lonoke,1,1-4,f
arkansas,magnolia,Magnolia,1,1-4,f
arkansas,marianna,Marianna,1,1-4,f
arkansas,marshall,Marshall,1,1-4,f
arkansas,mcgehee,McGehee,1,1-4,f
arkansas,melbourne,Melbourne,1,1-4,f
arkansas,nashville,Nashville,1,1-4,f
arkansas,osceola,Osceola,1,1-4,f
arkansas,oxford,Oxford,1,1-4,f
arkansas,paris,Paris,1,1-4,f
arkansas,perryville,Perryville,1,1-4,f
arkansas,ratcliff,Ratcliff,1,1-4,f
arkansas,salem,Salem,1,1-4,f
arkansas,star-city,Star City,1,1-4,f
arkansas,stuttgart,Stuttgart,1,1-4,f
arkansas,waldron,Waldron,1,1-4,f
arkansas,walnut-ridge,Walnut Ridge,1,1-4,f
arkansas,white-hall,White Hall,1,1-4,f
arkansas,yellville,Yellville,1,1-4,f
california,acton,Acton,1,1-4,f
california,alameda,Alameda,1,1-4,f
california,aliso-viejo,Aliso Viejo,1,1-4,f
california,altadena,Altadena,1,1-4,f
california,angels-camp,Angels Camp,1,1-4,f
california,angwin,Angwin,1,1-4,f
california,apple-valley,Apple Valley,1,1-4,f
california,aptos,Aptos,1,1-4,f
california,arcata,Arcata,1,1-4,f
california,arnold,Arnold,1,1-4,f
california,arroyo-grande,Arroyo Grande,1,1-4,f
california,atascadero,Atascadero,1,1-4,f
california,atwater,Atwater,1,1-4,f
california,azusa,Azusa,1,1-4,f
california,baker,Baker,1,1-4,f
california,bellflower,Bellflower,1,1-4,f
california,boron,Boron,1,1-4,f
california,boulevard,Boulevard,1,1-4,f
california,buena-park,Buena Park,1,1-4,f
california,burbank,Burbank,1,1-4,f
california,burlingame,Burlingame,1,1-4,f
california,burney,Burney,1,1-4,f
california,camarillo,Camarillo,1,1-4,f
california,camp-pendleton,Camp Pendleton,1,1-4,f
california,campo,Campo,1,1-4,f
california,canyon-country,Canyon Country,1,1-4,f
california,capistrano-beach,Capistrano Beach,1,1-4,f
california,capitola,Capitola,1,1-4,f
california,carmichael,Carmichael,1,1-4,f
california,cerritos,Cerritos,1,1-4,f
california,chowchilla,Chowchilla,1,1-4,f
california,claremont,Claremont,1,1-4,f
california,clayton,Clayton,1,1-4,f
california,clearlake-oaks,Clearlake Oaks,1,1-4,f
california,coachella,Coachella,1,1-4,f
california,colusa,Colusa,1,1-4,f
california,corona,Corona,1,1-4,f
california,crescent-city,Crescent City,1,1-4,f
california,del-mar,Del Mar,1,1-4,f
california,delano,Delano,1,1-4,f
california,diamond-springs,Diamond Springs,1,1-4,f
california,downieville,Downieville,1,1-4,f
california,east-palo-alto,East Palo Alto,1,1-4,f
california,el-segundo,El Segundo,1,1-4,f
california,fiddletown,Fiddletown,1,1-4,f
california,fillmore,Fillmore,1,1-4,f
california,fontana,Fontana,1,1-4,f
california,forest-knolls,Forest Knolls,1,1-4,f
california,fort-jones,Fort Jones,1,1-4,f
california,galt,Galt,1,1-4,f
california,garberville,Garberville,1,1-4,f
california,gilroy,Gilroy,1,1-4,f
california,glendora,Glendora,1,1-4,f
california,goleta,Goleta,1,1-4,f
california,granite-bay,Granite Bay,1,1-4,f
california,happy-camp,Happy Camp,1,1-4,f
california,hawaiian-gardens,Hawaiian Gardens,1,1-4,f
california,hawthorne,Hawthorne,1,1-4,f
california,hayfork,Hayfork,1,1-4,f
california,hemet,Hemet,1,1-4,f
california,imperial-beach,Imperial Beach,1,1-4,f
california,jamul,Jamul,1,1-4,f
california,la-crescenta,La Crescenta,1,1-4,f
california,la-mirada,La Mirada,1,1-4,f
california,la-verne,La Verne,1,1-4,f
california,lagunitas-forest-knolls,,1,1-4,f
california,lakeside,,1,1-4,f
california,lebec,Lebec,1,1-4,f
california,lemoore,Lemoore,1,1-4,f
california,live-oak,Live Oak,1,1-4,f
california,lodi,Lodi,1,1-4,f
california,los-banos,Los Banos,1,1-4,f
california,loyalton,Loyalton,1,1-4,f
california,mammoth-lakes,Mammoth Lakes,1,1-4,f
california,manteca,Manteca,1,1-4,f
california,marina,Marina,1,1-4,f
california,mariposa,Mariposa,1,1-4,f
california,markleeville,Markleeville,1,1-4,f
california,menlo-park,Menlo Park,1,1-4,f
california,montclair,Montclair,1,1-4,f
california,morgan-hill,Morgan Hill,1,1-4,f
california,morro-bay,Morro Bay,1,1-4,f
california,mount-shasta,Mount Shasta,1,1-4,f
california,needles,Needles,1,1-4,f
california,newark,Newark,1,1-4,f
california,newbury-park,Newbury Park,1,1-4,f
california,north-highlands,North Highlands,1,1-4,f
california,oakdale,Oakdale,1,1-4,f
california,oakhurst,Oakhurst,1,1-4,f
california,oakley,Oakley,1,1-4,f
california,ojai,Ojai,1,1-4,f
california,olivehurst,Olivehurst,1,1-4,f
california,orangevale,Orangevale,1,1-4,f
california,orleans,Orleans,1,1-4,f
california,pacific-grove,Pacific Grove,1,1-4,f
california,paramount,Paramount,1,1-4,f
california,pittsburg,Pittsburg,1,1-4,f
california,pleasanton,Pleasanton,1,1-4,f
california,poway,Poway,1,1-4,f
california,quartz-hill,Quartz Hill,1,1-4,f
california,quincy,Quincy,1,1-4,f
california,ridgecrest,Ridgecrest,1,1-4,f
california,rio-vista,Rio Vista,1,1-4,f
california,rosemead,Rosemead,1,1-4,f
california,round-mountain,Round Mountain,1,1-4,f
california,rowland-heights,Rowland Heights,1,1-4,f
california,san-andreas,San Andreas,1,1-4,f
california,san-bruno,San Bruno,1,1-4,f
california,san-dimas,San Dimas,1,1-4,f
california,san-fernando,San Fernando,1,1-4,f
california,san-marcos,San Marcos,1,1-4,f
california,san-martin,San Martin,1,1-4,f
california,san-pablo,San Pablo,1,1-4,f
california,san-ramon,San Ramon,1,1-4,f
california,sanger,Sanger,1,1-4,f
california,santa-monica,Santa Monica,1,1-4,f
california,santa-rosa-valley,,1,1-4,f
california,sausalito,Sausalito,1,1-4,f
california,sonoma,,1,1-4,f
california,south-pasadena,South Pasadena,1,1-4,f
california,stanford,Stanford,1,1-4,f
california,stanton,Stanton,1,1-4,f
california,sunnyvale,Sunnyvale,1,1-4,f
california,sunol,Sunol,1,1-4,t
california,susanville,Susanville,1,1-4,f
california,sylmar,Sylmar,1,1-4,f
california,tehachapi,Tehachapi,1,1-4,f
california,thermal,Thermal,1,1-4,f
california,topanga,,1,1-4,f
california,travis-afb,Travis AFB,1,1-4,f
california,truckee,Truckee,1,1-4,f
california,tustin,Tustin,1,1-4,f
california,upland,Upland,1,1-4,f
california,vacaville,Vacaville,1,1-4,f
california,valencia,Valencia,1,1-4,f
california,vallejo,Vallejo,1,1-4,f
california,venice,Venice,1,1-4,f
california,walnut,Walnut,1,1-4,f
california,watsonville,Watsonville,1,1-4,f
california,weaverville,Weaverville,1,1-4,f
california,weimar,Weimar,1,1-4,f
california,west-hollywood,West Hollywood,1,1-4,f
california,west-sacramento,West Sacramento,1,1-4,f
california,westlake-village,Westlake Village,1,1-4,f
california,westminster,Westminster,1,1-4,f
california,wilmington,Wilmington,1,1-4,f
california,yorba-linda,Yorba Linda,1,1-4,f
california,yucaipa,Yucaipa,1,1-4,f
california,yucca-valley,Yucca Valley,1,1-4,f
colorado,akron,Akron,1,1-4,f
colorado,antonito,Antonito,1,1-4,f
colorado,aspen,Aspen,1,1-4,f
colorado,black-hawk,Black Hawk,1,1-4,f
colorado,burlington,Burlington,1,1-4,f
colorado,cascade,Cascade,1,1-4,f
colorado,center,Center,1,1-4,f
colorado,cheyenne-wells,Cheyenne Wells,1,1-4,f
colorado,clifton,Clifton,1,1-4,f
colorado,del-norte,Del Norte,1,1-4,f
colorado,delta,Delta,1,1-4,f
colorado,dillon,Dillon,1,1-4,f
colorado,dove-creek,Dove Creek,1,1-4,f
colorado,eads,Eads,1,1-4,f
colorado,elizabeth,Elizabeth,1,1-4,f
colorado,estes-park,Estes Park,1,1-4,f
colorado,fort-garland,Fort Garland,1,1-4,f
colorado,fountain,Fountain,1,1-4,f
colorado,frederick,Frederick,1,1-4,f
colorado,frisco,Frisco,1,1-4,f
colorado,golden,Golden,1,1-4,f
colorado,granby,Granby,1,1-4,f
colorado,gunnison,Gunnison,1,1-4,f
colorado,holyoke,Holyoke,1,1-4,f
colorado,idaho-springs,Idaho Springs,1,1-4,f
colorado,julesburg,Julesburg,1,1-4,f
colorado,la-jara,La Jara,1,1-4,f
colorado,la-junta,La Junta,1,1-4,f
colorado,lakewood,Lakewood,1,1-4,f
colorado,limon,Limon,1,1-4,f
colorado,louisville,Louisville,1,1-4,f
colorado,morrison,Morrison,1,1-4,f
colorado,norwood,Norwood,1,1-4,f
colorado,ordway,Ordway,1,1-4,f
colorado,pagosa-springs,Pagosa Springs,1,1-4,f
colorado,palmer-lake,Palmer Lake,1,1-4,f
colorado,rifle,Rifle,1,1-4,f
colorado,san-luis,San Luis,1,1-4,f
colorado,south-fork,South Fork,1,1-4,f
colorado,springfield,Springfield,1,1-4,f
colorado,telluride,Telluride,1,1-4,f
colorado,watkins,Watkins,1,1-4,f
colorado,yuma,Yuma,1,1-4,f
connecticut,avon,Avon,1,1-4,f
connecticut,bloomfield,Bloomfield,1,1-4,f
connecticut,cheshire,Cheshire,1,1-4,f
connecticut,chester,Chester,1,1-4,f
connecticut,colchester,Colchester,1,1-4,f
connecticut,glastonbury,Glastonbury,1,1-4,f
connecticut,haddam,Haddam,1,1-4,t
connecticut,jewett-city,Jewett City,1,1-4,f
connecticut,kent,Kent,1,1-4,f
connecticut,lebanon,Lebanon,1,1-4,f
connecticut,litchfield,Litchfield,1,1-4,f
connecticut,milford,Milford,1,1-4,f
connecticut,moosup,Moosup,1,1-4,f
connecticut,naugatuck,Naugatuck,1,1-4,f
connecticut,new-canaan,New Canaan,1,1-4,f
connecticut,new-milford,New Milford,1,1-4,f
connecticut,newington,Newington,1,1-4,f
connecticut,north-branford,North Branford,1,1-4,f
connecticut,north-haven,North Haven,1,1-4,f
connecticut,north-stonington,North Stonington,1,1-4,f
connecticut,old-saybrook,Old Saybrook,1,1-4,f
connecticut,pawcatuck,Pawcatuck,1,1-4,f
connecticut,quaker-hill,Quaker Hill,1,1-4,f
connecticut,sandy-hook,Sandy Hook,1,1-4,f
connecticut,sharon,Sharon,1,1-4,f
connecticut,shelton,Shelton,1,1-4,f
connecticut,southport,Southport,1,1-4,f
connecticut,stafford-springs,Stafford Springs,1,1-4,f
connecticut,vernon-rockville,Vernon Rockville,1,1-4,f
connecticut,westbrook,Westbrook,1,1-4,f
connecticut,wilton,Wilton,1,1-4,f
delaware,claymont,Claymont,1,1-4,f
delaware,harrington,Harrington,1,1-4,f
delaware,lewes,Lewes,1,1-4,f
delaware,rehoboth-beach,Rehoboth Beach,1,1-4,f
florida,alford,Alford,1,1-4,f
florida,altoona,Altoona,1,1-4,f
florida,apalachicola,Apalachicola,1,1-4,f
florida,avon-park,Avon Park,1,1-4,f
florida,beverly-hills,Beverly Hills,1,1-4,f
florida,blountstown,Blountstown,1,1-4,f
florida,bonifay,Bonifay,1,1-4,f
florida,bonita-springs,Bonita Springs,1,1-4,f
florida,brandon,Brandon,1,1-4,f
florida,bushnell,Bushnell,1,1-4,f
florida,callahan,Callahan,1,1-4,f
florida,century,Century,1,1-4,f
florida,chattahoochee,Chattahoochee,1,1-4,f
florida,chiefland,Chiefland,1,1-4,f
florida,chipley,Chipley,1,1-4,f
florida,cocoa-beach,Cocoa Beach,1,1-4,f
florida,coral-springs,Coral Springs,1,1-4,f
florida,crescent-city,Crescent City,1,1-4,f
florida,cross-city,Cross City,1,1-4,f
florida,dade-city,Dade City,1,1-4,f
florida,deltona,Deltona,1,1-4,f
florida,dunedin,Dunedin,1,1-4,f
florida,edgewater,Edgewater,1,1-4,f
florida,eustis,Eustis,1,1-4,f
florida,fernandina-beach,Fernandina Beach,1,1-4,f
florida,flagler-beach,Flagler Beach,1,1-4,f
florida,floral-city,Floral City,1,1-4,f
florida,fort-walton-beach,Fort Walton Beach,1,1-4,f
florida,hilliard,Hilliard,1,1-4,f
florida,indiantown,Indiantown,1,1-4,f
florida,jasper,Jasper,1,1-4,f
florida,lake-mary,Lake Mary,1,1-4,f
florida,lake-worth-beach,,1,1-4,f
florida,live-oak,Live Oak,1,1-4,f
florida,macclenny,Macclenny,1,1-4,f
florida,madeira-beach,,1,1-4,f
florida,madison,Madison,1,1-4,f
florida,marathon,Marathon,1,1-4,f
florida,miami-gardens,Miami Gardens,1,1-4,f
florida,middleburg,Middleburg,1,1-4,f
florida,monticello,Monticello,1,1-4,f
florida,montverde,Montverde,1,1-4,f
florida,morriston,Morriston,1,1-4,f
florida,navarre,,1,1-4,f
florida,ocklawaha,Ocklawaha,1,1-4,f
florida,ocoee,Ocoee,1,1-4,f
florida,oviedo,Oviedo,1,1-4,f
florida,pahokee,Pahokee,1,1-4,f
florida,palatka,Palatka,1,1-4,f
florida,palm-bay,Palm Bay,1,1-4,f
florida,palm-coast,Palm Coast,1,1-4,f
florida,panama-city-beach,Panama City Beach,1,1-4,f
florida,perry,Perry,1,1-4,f
florida,port-charlotte,Port Charlotte,1,1-4,f
florida,port-saint-joe,Port Saint Joe,1,1-4,f
florida,punta-gorda,Punta Gorda,1,1-4,f
florida,satellite-beach,Satellite Beach,1,1-4,f
florida,sebring,,1,1-4,f
florida,seminole,Seminole,1,1-4,f
florida,silver-springs,Silver Springs,1,1-4,f
florida,sweetwater,Sweetwater,1,1-4,f
florida,tamarac,Tamarac,1,1-4,f
florida,tavares,Tavares,1,1-4,f
florida,umatilla,Umatilla,1,1-4,f
florida,wauchula,Wauchula,1,1-4,f
florida,wilton-manors,Wilton Manors,1,1-4,f
florida,yulee,Yulee,1,1-4,f
florida,zephyrhills,Zephyrhills,1,1-4,f
georgia,acworth,Acworth,1,1-4,f
georgia,adel,Adel,1,1-4,f
georgia,alma,Alma,1,1-4,f
georgia,auburn,Auburn,1,1-4,f
georgia,ball-ground,Ball Ground,1,1-4,t
georgia,blakely,Blakely,1,1-4,f
georgia,bloomingdale,Bloomingdale,1,1-4,f
georgia,bowdon,Bowdon,1,1-4,f
georgia,buford,Buford,1,1-4,f
georgia,calhoun,Calhoun,1,1-4,f
georgia,canton,Canton,1,1-4,f
georgia,cartersville,Cartersville,1,1-4,f
georgia,chatsworth,Chatsworth,1,1-4,f
georgia,cleveland,Cleveland,1,1-4,f
georgia,commerce,Commerce,1,1-4,f
georgia,cordele,Cordele,1,1-4,f
georgia,dahlonega,Dahlonega,1,1-4,f
georgia,dallas,Dallas,1,1-4,f
georgia,dalton,Dalton,1,1-4,f
georgia,dawsonville,Dawsonville,1,1-4,f
georgia,demorest,Demorest,1,1-4,f
georgia,douglas,Douglas,1,1-4,f
georgia,east-dublin,East Dublin,1,1-4,f
georgia,eastman,Eastman,1,1-4,f
georgia,elberton,Elberton,1,1-4,f
georgia,ellijay,Ellijay,1,1-4,f
georgia,evans,Evans,1,1-4,f
georgia,fort-valley,Fort Valley,1,1-4,f
georgia,franklin,Franklin,1,1-4,f
georgia,greensboro,Greensboro,1,1-4,f
georgia,hartwell,Hartwell,1,1-4,f
georgia,hiram,Hiram,1,1-4,f
georgia,homerville,Homerville,1,1-4,f
georgia,jackson,Jackson,1,1-4,f
georgia,jasper,Jasper,1,1-4,f
georgia,jesup,Jesup,1,1-4,f
georgia,kingsland,Kingsland,1,1-4,f
georgia,lavonia,Lavonia,1,1-4,f
georgia,leesburg,Leesburg,1,1-4,f
georgia,loganville,Loganville,1,1-4,f
georgia,mableton,Mableton,1,1-4,f
georgia,metter,Metter,1,1-4,f
georgia,nahunta,Nahunta,1,1-4,f
georgia,oakwood,Oakwood,1,1-4,f
georgia,peachtree-city,Peachtree City,1,1-4,f
georgia,pelham,Pelham,1,1-4,f
georgia,perry,Perry,1,1-4,f
georgia,quitman,Quitman,1,1-4,f
georgia,reidsville,Reidsville,1,1-4,f
georgia,rincon,Rincon,1,1-4,f
georgia,rossville,Rossville,1,1-4,f
georgia,saint-marys,Saint Marys,1,1-4,f
georgia,saint-simons-island,Saint Simons Island,1,1-4,f
georgia,sautee-nacoochee,Sautee Nacoochee,1,1-4,f
georgia,smyrna,Smyrna,1,1-4,f
georgia,stockbridge,Stockbridge,1,1-4,f
georgia,summerville,Summerville,1,1-4,f
georgia,sylvania,Sylvania,1,1-4,f
georgia,trenton,Trenton,1,1-4,f
georgia,tyrone,Tyrone,1,1-4,f
georgia,union-point,Union Point,1,1-4,f
georgia,waynesboro,Waynesboro,1,1-4,f
georgia,wildwood,Wildwood,1,1-4,f
hawaii,hakalau,,1,1-4,f
hawaii,haleiwa,Haleiwa,1,1-4,f
hawaii,hoolehua,Hoolehua,1,1-4,f
hawaii,kahuku,Kahuku,1,1-4,f
hawaii,kahului,Kahului,1,1-4,f
hawaii,keaau,Keaau,1,1-4,f
hawaii,mililani,Mililani,1,1-4,f
hawaii,pahoa,Pahoa,1,1-4,f
hawaii,pearl-harbor,Pearl Harbor,1,1-4,f
hawaii,wahiawa,Wahiawa,1,1-4,f
hawaii,waialua,Waialua,1,1-4,f
hawaii,waikoloa,Waikoloa,1,1-4,f
idaho,ammon,Ammon,1,1-4,f
idaho,bonners-ferry,Bonners Ferry,1,1-4,f
idaho,bovill,Bovill,1,1-4,f
idaho,clark-fork,Clark Fork,1,1-4,f
idaho,driggs,Driggs,1,1-4,f
idaho,eagle,Eagle,1,1-4,f
idaho,grangeville,Grangeville,1,1-4,f
idaho,hailey,Hailey,1,1-4,f
idaho,hayden,Hayden,1,1-4,f
idaho,heyburn,Heyburn,1,1-4,f
idaho,jerome,Jerome,1,1-4,f
idaho,kellogg,Kellogg,1,1-4,f
idaho,malad-city,Malad City,1,1-4,f
idaho,middleton,Middleton,1,1-4,f
idaho,moscow,Moscow,1,1-4,f
idaho,new-plymouth,New Plymouth,1,1-4,f
idaho,orofino,Orofino,1,1-4,f
idaho,plummer,Plummer,1,1-4,f
idaho,preston,Preston,1,1-4,f
idaho,priest-river,Priest River,1,1-4,f
idaho,rathdrum,Rathdrum,1,1-4,f
idaho,rupert,Rupert,1,1-4,f
idaho,saint-maries,Saint Maries,1,1-4,f
idaho,salmon,Salmon,1,1-4,f
idaho,soda-springs,Soda Springs,1,1-4,f
illinois,addison,Addison,1,1-4,f
illinois,albion,Albion,1,1-4,f
illinois,algonquin,Algonquin,1,1-4,f
illinois,alsip,Alsip,1,1-4,f
illinois,amboy,Amboy,1,1-4,f
illinois,assumption,Assumption,1,1-4,f
illinois,bartlett,Bartlett,1,1-4,f
illinois,batavia,Batavia,1,1-4,f
illinois,benton,Benton,1,1-4,f
illinois,bradley,Bradley,1,1-4,f
illinois,broadview,Broadview,1,1-4,f
illinois,burbank,Burbank,1,1-4,f
illinois,byron,Byron,1,1-4,f
illinois,canton,Canton,1,1-4,f
illinois,carlyle,Carlyle,1,1-4,f
illinois,caseyville,Caseyville,1,1-4,f
illinois,chester,Chester,1,1-4,f
illinois,christopher,Christopher,1,1-4,f
illinois,clinton,Clinton,1,1-4,f
illinois,darien,Darien,1,1-4,f
illinois,dongola,Dongola,1,1-4,f
