state,city_slug,city_name,facilities,band,live
illinois,dundee,Dundee,1,1-4,f
illinois,east-moline,East Moline,1,1-4,f
illinois,edwardsville,Edwardsville,1,1-4,f
illinois,eldorado,Eldorado,1,1-4,f
illinois,eureka,Eureka,1,1-4,f
illinois,evergreen-park,Evergreen Park,1,1-4,f
illinois,fairview-heights,Fairview Heights,1,1-4,f
illinois,flora,Flora,1,1-4,f
illinois,forest-park,Forest Park,1,1-4,f
illinois,fox-lake,Fox Lake,1,1-4,f
illinois,frankfort,Frankfort,1,1-4,f
illinois,galesburg,Galesburg,1,1-4,f
illinois,gibson-city,Gibson City,1,1-4,f
illinois,gillespie,Gillespie,1,1-4,f
illinois,gilman,Gilman,1,1-4,t
illinois,glendale-heights,Glendale Heights,1,1-4,f
illinois,glenview,Glenview,1,1-4,f
illinois,goreville,Goreville,1,1-4,f
illinois,granite-city,Granite City,1,1-4,f
illinois,grayslake,Grayslake,1,1-4,f
illinois,greenville,Greenville,1,1-4,f
illinois,harrisburg,Harrisburg,1,1-4,f
illinois,harvey,Harvey,1,1-4,f
illinois,harwood-heights,Harwood Heights,1,1-4,f
illinois,hickory-hills,Hickory Hills,1,1-4,f
illinois,johnston-city,Johnston City,1,1-4,f
illinois,justice,Justice,1,1-4,f
illinois,kewanee,Kewanee,1,1-4,f
illinois,la-grange,La Grange,1,1-4,f
illinois,la-salle,La Salle,1,1-4,f
illinois,lake-villa,Lake Villa,1,1-4,f
illinois,lake-zurich,Lake Zurich,1,1-4,f
illinois,litchfield,Litchfield,1,1-4,f
illinois,marshall,Marshall,1,1-4,f
illinois,maryville,Maryville,1,1-4,f
illinois,merrionette-park,Merrionette Park,1,1-4,f
illinois,metropolis,Metropolis,1,1-4,f
illinois,mokena,Mokena,1,1-4,f
illinois,monticello,Monticello,1,1-4,f
illinois,morris,Morris,1,1-4,f
illinois,mount-carmel,Mount Carmel,1,1-4,f
illinois,mount-carroll,Mount Carroll,1,1-4,f
illinois,mount-sterling,Mount Sterling,1,1-4,f
illinois,mundelein,Mundelein,1,1-4,f
illinois,murphysboro,Murphysboro,1,1-4,f
illinois,newton,Newton,1,1-4,f
illinois,north-chicago,North Chicago,1,1-4,f
illinois,o-fallon,O Fallon,1,1-4,f
illinois,oak-forest,Oak Forest,1,1-4,f
illinois,oak-park,Oak Park,1,1-4,f
illinois,okawville,Okawville,1,1-4,f
illinois,olney,Olney,1,1-4,f
illinois,oquawka,Oquawka,1,1-4,f
illinois,paris,Paris,1,1-4,f
illinois,paxton,Paxton,1,1-4,f
illinois,peru,Peru,1,1-4,f
illinois,plano,Plano,1,1-4,f
illinois,pontiac,Pontiac,1,1-4,f
illinois,princeton,Princeton,1,1-4,f
illinois,princeville,Princeville,1,1-4,f
illinois,raymond,Raymond,1,1-4,f
illinois,red-bud,Red Bud,1,1-4,f
illinois,rolling-meadows,Rolling Meadows,1,1-4,f
illinois,rushville,Rushville,1,1-4,f
illinois,sandwich,Sandwich,1,1-4,f
illinois,sesser,Sesser,1,1-4,f
illinois,sparta,Sparta,1,1-4,f
illinois,steger,Steger,1,1-4,f
illinois,stone-park,Stone Park,1,1-4,f
illinois,streamwood,Streamwood,1,1-4,f
illinois,stronghurst,Stronghurst,1,1-4,f
illinois,toledo,Toledo,1,1-4,f
illinois,tuscola,Tuscola,1,1-4,f
illinois,vienna,Vienna,1,1-4,f
illinois,villa-park,Villa Park,1,1-4,f
illinois,virginia,Virginia,1,1-4,f
illinois,warrenville,Warrenville,1,1-4,f
illinois,washington,Washington,1,1-4,f
illinois,waterloo,Waterloo,1,1-4,f
illinois,watseka,Watseka,1,1-4,f
illinois,west-chicago,West Chicago,1,1-4,f
illinois,west-frankfort,West Frankfort,1,1-4,f
illinois,westchester,Westchester,1,1-4,f
illinois,willowbrook,Willowbrook,1,1-4,f
illinois,wilmette,Wilmette,1,1-4,f
illinois,wood-river,Wood River,1,1-4,f
indiana,alexandria,Alexandria,1,1-4,f
indiana,attica,Attica,1,1-4,f
indiana,aurora,Aurora,1,1-4,f
indiana,austin,Austin,1,1-4,f
indiana,bloomingdale,Bloomingdale,1,1-4,f
indiana,bluffton,Bluffton,1,1-4,f
indiana,brazil,Brazil,1,1-4,f
indiana,bremen,Bremen,1,1-4,f
indiana,cambridge-city,Cambridge City,1,1-4,f
indiana,cayuga,Cayuga,1,1-4,f
indiana,columbia-city,Columbia City,1,1-4,f
indiana,crown-point,Crown Point,1,1-4,f
indiana,dale,Dale,1,1-4,f
indiana,delphi,Delphi,1,1-4,f
indiana,elwood,Elwood,1,1-4,f
indiana,english,English,1,1-4,f
indiana,fishers,Fishers,1,1-4,f
indiana,hagerstown,Hagerstown,1,1-4,f
indiana,hammond,Hammond,1,1-4,f
indiana,hartford-city,Hartford City,1,1-4,f
indiana,hebron,Hebron,1,1-4,f
indiana,henryville,Henryville,1,1-4,f
indiana,kendallville,Kendallville,1,1-4,f
indiana,knox,Knox,1,1-4,f
indiana,kouts,Kouts,1,1-4,f
indiana,lake-station,Lake Station,1,1-4,f
indiana,lexington,Lexington,1,1-4,f
indiana,logansport,Logansport,1,1-4,f
indiana,loogootee,Loogootee,1,1-4,f
indiana,lowell,Lowell,1,1-4,f
indiana,marengo,Marengo,1,1-4,f
indiana,michigan-city,Michigan City,1,1-4,f
indiana,mount-vernon,Mount Vernon,1,1-4,f
indiana,new-castle,New Castle,1,1-4,f
indiana,newburgh,Newburgh,1,1-4,f
indiana,orleans,Orleans,1,1-4,f
indiana,otterbein,Otterbein,1,1-4,f
indiana,paoli,Paoli,1,1-4,f
indiana,pierceton,Pierceton,1,1-4,f
indiana,pittsboro,Pittsboro,1,1-4,f
indiana,portland,Portland,1,1-4,f
indiana,princeton,Princeton,1,1-4,f
indiana,rensselaer,Rensselaer,1,1-4,f
indiana,rochester,Rochester,1,1-4,f
indiana,rushville,Rushville,1,1-4,f
indiana,salem,Salem,1,1-4,f
indiana,schererville,Schererville,1,1-4,f
indiana,syracuse,Syracuse,1,1-4,f
indiana,tell-city,Tell City,1,1-4,f
indiana,union-city,Union City,1,1-4,f
indiana,vevay,Vevay,1,1-4,f
indiana,west-harrison,West Harrison,1,1-4,f
indiana,west-terre-haute,West Terre Haute,1,1-4,f
indiana,winamac,Winamac,1,1-4,f
iowa,adair,Adair,1,1-4,f
iowa,adel,Adel,1,1-4,f
iowa,allison,Allison,1,1-4,f
iowa,audubon,Audubon,1,1-4,f
iowa,bayard,Bayard,1,1-4,f
iowa,belmond,Belmond,1,1-4,f
iowa,bloomfield,Bloomfield,1,1-4,f
iowa,boone,Boone,1,1-4,f
iowa,cedar-falls,Cedar Falls,1,1-4,f
iowa,chariton,Chariton,1,1-4,f
iowa,charles-city,Charles City,1,1-4,f
iowa,clarion,Clarion,1,1-4,f
iowa,clarksville,Clarksville,1,1-4,f
iowa,clive,Clive,1,1-4,f
iowa,conroy,Conroy,1,1-4,f
iowa,coralville,Coralville,1,1-4,f
iowa,creston,Creston,1,1-4,f
iowa,denison,Denison,1,1-4,f
iowa,emmetsburg,Emmetsburg,1,1-4,f
iowa,forest-city,Forest City,1,1-4,f
iowa,fredericksburg,Fredericksburg,1,1-4,f
iowa,garner,Garner,1,1-4,f
iowa,greenfield,Greenfield,1,1-4,f
iowa,guthrie-center,Guthrie Center,1,1-4,f
iowa,hampton,Hampton,1,1-4,f
iowa,hiawatha,Hiawatha,1,1-4,f
iowa,humboldt,Humboldt,1,1-4,f
iowa,ida-grove,Ida Grove,1,1-4,f
iowa,keosauqua,Keosauqua,1,1-4,f
iowa,lamoni,Lamoni,1,1-4,f
iowa,leon,Leon,1,1-4,f
iowa,lisbon,Lisbon,1,1-4,f
iowa,manning,Manning,1,1-4,f
iowa,maquoketa,Maquoketa,1,1-4,f
iowa,marion,Marion,1,1-4,f
iowa,marshalltown,Marshalltown,1,1-4,f
iowa,mount-pleasant,Mount Pleasant,1,1-4,f
iowa,muscatine,Muscatine,1,1-4,f
iowa,oelwein,Oelwein,1,1-4,f
iowa,pella,Pella,1,1-4,f
iowa,pleasant-hill,Pleasant Hill,1,1-4,f
iowa,prairie-city,Prairie City,1,1-4,f
iowa,rockwell-city,Rockwell City,1,1-4,f
iowa,scranton,Scranton,1,1-4,f
iowa,seymour,Seymour,1,1-4,f
iowa,sheldon,Sheldon,1,1-4,f
iowa,sioux-center,Sioux Center,1,1-4,f
iowa,tipton,Tipton,1,1-4,f
iowa,wapello,Wapello,1,1-4,f
iowa,washington,Washington,1,1-4,f
iowa,waukon,Waukon,1,1-4,f
iowa,webster-city,Webster City,1,1-4,f
iowa,west-burlington,West Burlington,1,1-4,f
iowa,woodward,Woodward,1,1-4,f
kansas,abilene,Abilene,1,1-4,f
kansas,andover,Andover,1,1-4,f
kansas,atchison,Atchison,1,1-4,f
kansas,augusta,Augusta,1,1-4,f
kansas,bel-aire,Bel Aire,1,1-4,t
kansas,belleville,Belleville,1,1-4,f
kansas,beloit,Beloit,1,1-4,f
kansas,burlington,Burlington,1,1-4,f
kansas,clay-center,Clay Center,1,1-4,f
kansas,coffeyville,Coffeyville,1,1-4,f
kansas,colby,Colby,1,1-4,f
kansas,dighton,Dighton,1,1-4,f
kansas,el-dorado,El Dorado,1,1-4,f
kansas,eskridge,Eskridge,1,1-4,f
kansas,garnett,Garnett,1,1-4,f
kansas,girard,Girard,1,1-4,f
kansas,goodland,Goodland,1,1-4,f
kansas,greensburg,Greensburg,1,1-4,f
kansas,haviland,Haviland,1,1-4,f
kansas,hiawatha,Hiawatha,1,1-4,f
kansas,hillsboro,Hillsboro,1,1-4,f
kansas,holton,Holton,1,1-4,f
kansas,humboldt,Humboldt,1,1-4,f
kansas,independence,Independence,1,1-4,f
kansas,iola,Iola,1,1-4,f
kansas,kingman,Kingman,1,1-4,f
kansas,liberal,Liberal,1,1-4,f
kansas,lyons,Lyons,1,1-4,f
kansas,manhattan,Manhattan,1,1-4,f
kansas,mankato,Mankato,1,1-4,f
kansas,marysville,Marysville,1,1-4,f
kansas,neodesha,Neodesha,1,1-4,f
kansas,norton,Norton,1,1-4,f
kansas,osborne,Osborne,1,1-4,f
kansas,oskaloosa,Oskaloosa,1,1-4,f
kansas,ottawa,Ottawa,1,1-4,f
kansas,parsons,Parsons,1,1-4,f
kansas,phillipsburg,Phillipsburg,1,1-4,f
kansas,pleasanton,Pleasanton,1,1-4,f
kansas,riverton,Riverton,1,1-4,f
kansas,sedan,Sedan,1,1-4,f
kansas,stafford,Stafford,1,1-4,f
kansas,wellington,Wellington,1,1-4,f
kansas,winchester,Winchester,1,1-4,f
kansas,yates-center,Yates Center,1,1-4,f
kentucky,ashcamp,Ashcamp,1,1-4,f
kentucky,beattyville,Beattyville,1,1-4,f
kentucky,beaver-dam,Beaver Dam,1,1-4,f
kentucky,bellevue,Bellevue,1,1-4,f
kentucky,brandenburg,Brandenburg,1,1-4,f
kentucky,bronston,Bronston,1,1-4,f
kentucky,brownsville,Brownsville,1,1-4,f
kentucky,burlington,Burlington,1,1-4,f
kentucky,cadiz,Cadiz,1,1-4,f
kentucky,calhoun,Calhoun,1,1-4,f
kentucky,chaplin,Chaplin,1,1-4,f
kentucky,eastern,Eastern,1,1-4,f
kentucky,edmonton,Edmonton,1,1-4,f
kentucky,emmalena,Emmalena,1,1-4,f
kentucky,falmouth,Falmouth,1,1-4,f
kentucky,fort-knox,Fort Knox,1,1-4,f
kentucky,fort-thomas,Fort Thomas,1,1-4,f
kentucky,frenchburg,Frenchburg,1,1-4,f
kentucky,gray,Gray,1,1-4,f
kentucky,greensburg,Greensburg,1,1-4,f
kentucky,greenup,Greenup,1,1-4,f
kentucky,hagerhill,Hagerhill,1,1-4,f
kentucky,harrodsburg,Harrodsburg,1,1-4,f
kentucky,hartford,Hartford,1,1-4,f
kentucky,hodgenville,Hodgenville,1,1-4,f
kentucky,independence,Independence,1,1-4,f
kentucky,irvine,Irvine,1,1-4,f
kentucky,jamestown,Jamestown,1,1-4,f
kentucky,kirksey,Kirksey,1,1-4,f
kentucky,lewisport,Lewisport,1,1-4,f
kentucky,liberty,Liberty,1,1-4,f
kentucky,mammoth-cave,Mammoth Cave,1,1-4,f
kentucky,mayking,Mayking,1,1-4,f
kentucky,mckee,McKee,1,1-4,f
kentucky,morganfield,Morganfield,1,1-4,f
kentucky,mount-vernon,Mount Vernon,1,1-4,f
kentucky,nancy,Nancy,1,1-4,f
kentucky,neon,Neon,1,1-4,f
kentucky,owenton,Owenton,1,1-4,f
kentucky,pewee-valley,Pewee Valley,1,1-4,f
kentucky,providence,Providence,1,1-4,f
kentucky,rush,Rush,1,1-4,f
kentucky,russell,Russell,1,1-4,f
kentucky,russellville,Russellville,1,1-4,f
kentucky,saint-catharine,Saint Catharine,1,1-4,f
kentucky,sandy-hook,Sandy Hook,1,1-4,f
kentucky,south-shore,South Shore,1,1-4,f
kentucky,springfield,Springfield,1,1-4,f
kentucky,stanford,Stanford,1,1-4,f
kentucky,taylorsville,Taylorsville,1,1-4,f
kentucky,tompkinsville,Tompkinsville,1,1-4,f
kentucky,vanceburg,Vanceburg,1,1-4,f
kentucky,wallingford,,1,1-4,f
kentucky,warfield,Warfield,1,1-4,f
kentucky,warsaw,Warsaw,1,1-4,f
kentucky,wheelwright,Wheelwright,1,1-4,f
kentucky,whitley-city,Whitley City,1,1-4,f
louisiana,abita-springs,Abita Springs,1,1-4,f
louisiana,arabi,Arabi,1,1-4,f
louisiana,breaux-bridge,Breaux Bridge,1,1-4,f
louisiana,bunkie,Bunkie,1,1-4,f
louisiana,chataignier,Chataignier,1,1-4,f
louisiana,cheneyville,Cheneyville,1,1-4,f
louisiana,columbia,Columbia,1,1-4,f
louisiana,coushatta,Coushatta,1,1-4,f
louisiana,delhi,Delhi,1,1-4,f
louisiana,donaldsonville,Donaldsonville,1,1-4,f
louisiana,ethel,Ethel,1,1-4,f
louisiana,ferriday,Ferriday,1,1-4,f
louisiana,gonzales,Gonzales,1,1-4,f
louisiana,iowa,Iowa,1,1-4,f
louisiana,jackson,Jackson,1,1-4,f
louisiana,kaplan,Kaplan,1,1-4,f
louisiana,kenner,Kenner,1,1-4,f
louisiana,lacombe,Lacombe,1,1-4,f
louisiana,lake-providence,Lake Providence,1,1-4,f
louisiana,lutcher,Lutcher,1,1-4,f
louisiana,mansfield,Mansfield,1,1-4,f
louisiana,natchitoches,Natchitoches,1,1-4,f
louisiana,oakdale,Oakdale,1,1-4,f
louisiana,oberlin,Oberlin,1,1-4,f
louisiana,pineville,Pineville,1,1-4,f
louisiana,plaquemine,Plaquemine,1,1-4,f
louisiana,port-allen,Port Allen,1,1-4,f
louisiana,rayne,Rayne,1,1-4,f
louisiana,saint-francisville,Saint Francisville,1,1-4,f
louisiana,scott,Scott,1,1-4,f
louisiana,sorrento,Sorrento,1,1-4,f
louisiana,springhill,Springhill,1,1-4,f
louisiana,sulphur,Sulphur,1,1-4,f
louisiana,sunset,Sunset,1,1-4,f
louisiana,ville-platte,Ville Platte,1,1-4,f
louisiana,winnfield,Winnfield,1,1-4,f
maine,albion,Albion,1,1-4,f
maine,bucksport,Bucksport,1,1-4,f
maine,buxton,Buxton,1,1-4,f
maine,east-machias,East Machias,1,1-4,f
maine,eastport,Eastport,1,1-4,f
maine,fairfield,Fairfield,1,1-4,f
maine,farmington,Farmington,1,1-4,f
maine,hallowell,Hallowell,1,1-4,f
maine,harrington,Harrington,1,1-4,f
maine,kittery,Kittery,1,1-4,f
maine,lincoln,Lincoln,1,1-4,f
maine,lubec,Lubec,1,1-4,f
maine,north-berwick,North Berwick,1,1-4,f
maine,porter,Porter,1,1-4,f
maine,rockport,Rockport,1,1-4,f
maine,sanford,Sanford,1,1-4,f
maine,skowhegan,Skowhegan,1,1-4,f
maine,south-paris,South Paris,1,1-4,f
maine,stetson,Stetson,1,1-4,f
maine,westbrook,Westbrook,1,1-4,f
maine,wilton,Wilton,1,1-4,f
maine,yarmouth,Yarmouth,1,1-4,f
maryland,arnold,Arnold,1,1-4,f
maryland,bel-alton,Bel Alton,1,1-4,f
maryland,belcamp,Belcamp,1,1-4,f
maryland,beltsville,Beltsville,1,1-4,f
maryland,bowie,Bowie,1,1-4,f
maryland,buckeystown,Buckeystown,1,1-4,f
maryland,burtonsville,Burtonsville,1,1-4,f
maryland,capitol-heights,Capitol Heights,1,1-4,f
maryland,charlotte-hall,Charlotte Hall,1,1-4,f
maryland,chesapeake-beach,Chesapeake Beach,1,1-4,f
maryland,chevy-chase,Chevy Chase,1,1-4,f
maryland,clinton,Clinton,1,1-4,f
maryland,cockeysville,Cockeysville,1,1-4,f
maryland,colora,Colora,1,1-4,f
maryland,crisfield,Crisfield,1,1-4,f
maryland,crofton,Crofton,1,1-4,f
maryland,delmar,Delmar,1,1-4,f
maryland,district-heights,District Heights,1,1-4,f
maryland,earleville,Earleville,1,1-4,f
maryland,edgewater,Edgewater,1,1-4,f
maryland,emmitsburg,Emmitsburg,1,1-4,f
maryland,fallston,Fallston,1,1-4,f
maryland,federalsburg,Federalsburg,1,1-4,f
maryland,forest-hill,Forest Hill,1,1-4,f
maryland,fort-george-g-meade,Fort George G Meade,1,1-4,f
maryland,funkstown,Funkstown,1,1-4,f
maryland,gambrills,Gambrills,1,1-4,f
maryland,glenwood,Glenwood,1,1-4,f
maryland,grasonville,Grasonville,1,1-4,f
maryland,highland,Highland,1,1-4,f
maryland,hollywood,Hollywood,1,1-4,f
maryland,jessup,Jessup,1,1-4,f
maryland,joppa,Joppa,1,1-4,f
maryland,kensington,Kensington,1,1-4,f
maryland,la-plata,La Plata,1,1-4,t
maryland,leonardtown,Leonardtown,1,1-4,f
maryland,lexington-park,Lexington Park,1,1-4,f
maryland,linthicum-heights,Linthicum Heights,1,1-4,f
maryland,lusby,Lusby,1,1-4,f
maryland,manchester,Manchester,1,1-4,f
maryland,millersville,Millersville,1,1-4,f
maryland,montgomery-village,Montgomery Village,1,1-4,f
maryland,odenton,Odenton,1,1-4,f
maryland,parkville,Parkville,1,1-4,f
maryland,parsonsburg,Parsonsburg,1,1-4,f
maryland,pasadena,Pasadena,1,1-4,f
maryland,patuxent-river,Patuxent River,1,1-4,f
maryland,perry-point,Perry Point,1,1-4,f
maryland,pocomoke-city,Pocomoke City,1,1-4,f
maryland,randallstown,Randallstown,1,1-4,f
maryland,reisterstown,Reisterstown,1,1-4,f
maryland,sabillasville,Sabillasville,1,1-4,f
maryland,secretary,Secretary,1,1-4,f
maryland,severna-park,Severna Park,1,1-4,f
maryland,stevensville,Stevensville,1,1-4,f
maryland,takoma-park,Takoma Park,1,1-4,f
maryland,temple-hills,Temple Hills,1,1-4,f
maryland,williamsport,Williamsport,1,1-4,f
massachusetts,amherst,Amherst,1,1-4,f
massachusetts,ashby,Ashby,1,1-4,f
massachusetts,barre,Barre,1,1-4,f
massachusetts,belchertown,Belchertown,1,1-4,f
massachusetts,belmont,Belmont,1,1-4,f
massachusetts,buzzards-bay,Buzzards Bay,1,1-4,f
massachusetts,centerville,Centerville,1,1-4,f
massachusetts,chelmsford,Chelmsford,1,1-4,f
massachusetts,cummington,Cummington,1,1-4,f
massachusetts,devens,Devens,1,1-4,f
massachusetts,douglas,Douglas,1,1-4,f
massachusetts,east-falmouth,East Falmouth,1,1-4,f
massachusetts,east-longmeadow,East Longmeadow,1,1-4,f
massachusetts,east-wareham,East Wareham,1,1-4,f
massachusetts,east-weymouth,East Weymouth,1,1-4,f
massachusetts,everett,Everett,1,1-4,f
massachusetts,feeding-hills,Feeding Hills,1,1-4,f
massachusetts,franklin,Franklin,1,1-4,f
massachusetts,georgetown,Georgetown,1,1-4,f
massachusetts,harvard,Harvard,1,1-4,f
massachusetts,harwich,Harwich,1,1-4,f
massachusetts,hatfield,Hatfield,1,1-4,f
massachusetts,leeds,Leeds,1,1-4,f
massachusetts,leicester,Leicester,1,1-4,f
massachusetts,ludlow,Ludlow,1,1-4,f
massachusetts,malden,Malden,1,1-4,f
massachusetts,mansfield,Mansfield,1,1-4,f
massachusetts,marblehead,Marblehead,1,1-4,f
massachusetts,marion,Marion,1,1-4,f
massachusetts,mashpee,Mashpee,1,1-4,f
massachusetts,mattapan,Mattapan,1,1-4,f
massachusetts,methuen,Methuen,1,1-4,f
massachusetts,middleboro,Middleboro,1,1-4,f
massachusetts,monterey,Monterey,1,1-4,f
massachusetts,nantucket,Nantucket,1,1-4,f
massachusetts,natick,Natick,1,1-4,f
massachusetts,needham-heights,Needham Heights,1,1-4,f
massachusetts,newburyport,Newburyport,1,1-4,f
massachusetts,newton,Newton,1,1-4,f
massachusetts,newton-upper-falls,Newton Upper Falls,1,1-4,f
massachusetts,north-andover,North Andover,1,1-4,f
massachusetts,north-billerica,North Billerica,1,1-4,f
massachusetts,north-chelmsford,North Chelmsford,1,1-4,f
massachusetts,north-dartmouth,North Dartmouth,1,1-4,f
massachusetts,north-reading,North Reading,1,1-4,f
massachusetts,norwood,Norwood,1,1-4,f
massachusetts,palmer,Palmer,1,1-4,f
massachusetts,petersham,Petersham,1,1-4,f
massachusetts,pocasset,Pocasset,1,1-4,f
massachusetts,princeton,Princeton,1,1-4,f
massachusetts,randolph,Randolph,1,1-4,f
massachusetts,revere,Revere,1,1-4,f
massachusetts,rochdale,Rochdale,1,1-4,f
massachusetts,rockland,Rockland,1,1-4,t
massachusetts,rowley,Rowley,1,1-4,f
massachusetts,roxbury-crossing,Roxbury Crossing,1,1-4,f
massachusetts,saugus,Saugus,1,1-4,f
massachusetts,sharon,Sharon,1,1-4,t
massachusetts,shrewsbury,Shrewsbury,1,1-4,f
massachusetts,southborough,Southborough,1,1-4,f
massachusetts,stockbridge,Stockbridge,1,1-4,f
massachusetts,swansea,Swansea,1,1-4,f
massachusetts,vineyard-haven,Vineyard Haven,1,1-4,f
massachusetts,walpole,Walpole,1,1-4,f
massachusetts,ware,Ware,1,1-4,f
massachusetts,wareham,Wareham,1,1-4,f
massachusetts,watertown,Watertown,1,1-4,f
massachusetts,webster,Webster,1,1-4,f
massachusetts,wellfleet,Wellfleet,1,1-4,f
massachusetts,west-roxbury,West Roxbury,1,1-4,f
massachusetts,westminster,Westminster,1,1-4,f
massachusetts,weston,Weston,1,1-4,f
massachusetts,whitinsville,Whitinsville,1,1-4,f
massachusetts,whitman,Whitman,1,1-4,f
massachusetts,wilmington,Wilmington,1,1-4,f
massachusetts,winchester,Winchester,1,1-4,f
michigan,alma,Alma,1,1-4,f
michigan,baldwin,Baldwin,1,1-4,f
michigan,bellaire,Bellaire,1,1-4,f
michigan,benzonia,Benzonia,1,1-4,f
michigan,berrien-center,Berrien Center,1,1-4,f
michigan,bloomfield-hills,Bloomfield Hills,1,1-4,f
michigan,boyne-falls,Boyne Falls,1,1-4,f
michigan,brimley,Brimley,1,1-4,f
michigan,caledonia,Caledonia,1,1-4,f
michigan,center-line,Center Line,1,1-4,f
michigan,centreville,Centreville,1,1-4,f
michigan,chelsea,Chelsea,1,1-4,f
michigan,corunna,Corunna,1,1-4,f
michigan,dearborn-heights,Dearborn Heights,1,1-4,f
michigan,ferndale,Ferndale,1,1-4,f
michigan,franklin,Franklin,1,1-4,f
michigan,freeland,Freeland,1,1-4,f
michigan,fulton,Fulton,1,1-4,f
michigan,hancock,Hancock,1,1-4,f
michigan,harbor-springs,Harbor Springs,1,1-4,f
michigan,harrison,Harrison,1,1-4,f
michigan,harrisville,Harrisville,1,1-4,f
michigan,hart,Hart,1,1-4,f
michigan,hazel-park,Hazel Park,1,1-4,f
michigan,holly,Holly,1,1-4,f
michigan,indian-river,Indian River,1,1-4,f
michigan,inkster,Inkster,1,1-4,f
michigan,ionia,Ionia,1,1-4,f
michigan,iron-mountain,Iron Mountain,1,1-4,f
michigan,iron-river,Iron River,1,1-4,f
michigan,ironwood,Ironwood,1,1-4,f
michigan,ishpeming,Ishpeming,1,1-4,f
michigan,ithaca,Ithaca,1,1-4,f
michigan,kalkaska,Kalkaska,1,1-4,f
michigan,kincheloe,Kincheloe,1,1-4,f
michigan,kingsford,Kingsford,1,1-4,f
michigan,lake-orion,Lake Orion,1,1-4,f
michigan,mackinaw-city,Mackinaw City,1,1-4,f
michigan,mancelona,Mancelona,1,1-4,f
michigan,marine-city,Marine City,1,1-4,f
michigan,marne,Marne,1,1-4,f
michigan,marshall,Marshall,1,1-4,f
michigan,mason,Mason,1,1-4,f
michigan,milford,Milford,1,1-4,f
michigan,millington,Millington,1,1-4,f
michigan,mount-clemens,Mount Clemens,1,1-4,f
michigan,new-hudson,New Hudson,1,1-4,f
michigan,newaygo,Newaygo,1,1-4,f
michigan,newberry,Newberry,1,1-4,f
michigan,oak-park,Oak Park,1,1-4,f
michigan,okemos,Okemos,1,1-4,f
michigan,ortonville,Ortonville,1,1-4,f
michigan,paw-paw,Paw Paw,1,1-4,f
michigan,pigeon,Pigeon,1,1-4,f
michigan,plainwell,Plainwell,1,1-4,f
michigan,plymouth,Plymouth,1,1-4,f
michigan,portland,Portland,1,1-4,f
michigan,redford,Redford,1,1-4,f
michigan,reed-city,Reed City,1,1-4,f
michigan,romeo,Romeo,1,1-4,f
michigan,romulus,Romulus,1,1-4,f
michigan,saint-joseph,Saint Joseph,1,1-4,f
michigan,stanton,Stanton,1,1-4,f
michigan,sterling,Sterling,1,1-4,f
michigan,tecumseh,Tecumseh,1,1-4,f
michigan,utica,Utica,1,1-4,f
michigan,wakefield,Wakefield,1,1-4,f
michigan,white-cloud,White Cloud,1,1-4,f
michigan,wyoming,Wyoming,1,1-4,f
michigan,ypsilanti,Ypsilanti,1,1-4,f
michigan,zeeland,Zeeland,1,1-4,f
minnesota,annandale,Annandale,1,1-4,f
minnesota,baxter,Baxter,1,1-4,f
minnesota,benson,Benson,1,1-4,f
minnesota,bloomington,Bloomington,1,1-4,f
minnesota,bovey,Bovey,1,1-4,f
minnesota,breckenridge,Breckenridge,1,1-4,f
minnesota,caledonia,Caledonia,1,1-4,f
minnesota,cannon-falls,Cannon Falls,1,1-4,f
minnesota,center-city,Center City,1,1-4,f
minnesota,chanhassen,Chanhassen,1,1-4,f
minnesota,chisago-city,Chisago City,1,1-4,f
minnesota,delano,Delano,1,1-4,f
minnesota,forest-lake,Forest Lake,1,1-4,f
minnesota,glenwood,Glenwood,1,1-4,f
minnesota,howard-lake,Howard Lake,1,1-4,f
minnesota,hugo,Hugo,1,1-4,f
minnesota,kasson,Kasson,1,1-4,f
minnesota,lake-elmo,Lake Elmo,1,1-4,f
minnesota,loretto,Loretto,1,1-4,f
minnesota,luverne,Luverne,1,1-4,f
minnesota,maple-grove,Maple Grove,1,1-4,f
minnesota,milaca,Milaca,1,1-4,f
minnesota,mora,Mora,1,1-4,f
minnesota,morton,Morton,1,1-4,f
minnesota,nevis,Nevis,1,1-4,f
minnesota,new-prague,New Prague,1,1-4,f
minnesota,nisswa,Nisswa,1,1-4,f
minnesota,north-branch,North Branch,1,1-4,f
minnesota,ogema,Ogema,1,1-4,f
minnesota,park-rapids,Park Rapids,1,1-4,f
minnesota,perham,Perham,1,1-4,f
minnesota,ponemah,Ponemah,1,1-4,f
minnesota,redby,Redby,1,1-4,f
minnesota,redwood-falls,Redwood Falls,1,1-4,f
minnesota,roseau,Roseau,1,1-4,f
minnesota,rush-city,Rush City,1,1-4,f
minnesota,saint-francis,Saint Francis,1,1-4,f
minnesota,sandstone,Sandstone,1,1-4,f
minnesota,sauk-centre,Sauk Centre,1,1-4,f
minnesota,sauk-rapids,Sauk Rapids,1,1-4,f
minnesota,spring-park,Spring Park,1,1-4,f
minnesota,st-cloud,St Cloud,1,1-4,t
